index,Year,Mileage(miles),Engine,PS,Transmission,Fuel,Number_of_Owners,Price(£),href,PPY,MileageRank,PriceRank,PPYRank,Score
850,2019,32877,1.0L,93.68836292,1,0,1,18999,https://www.autotrader.co.uk/car-details/202212012187437?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=86&percentVehiclePriceDeposit=true,2714.142857,294,76,264,634
851,2017,64986,1.6L,114.3984221,1,1,1,10990,https://www.autotrader.co.uk/car-details/202211251993725?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=86&percentVehiclePriceDeposit=true,2198,100,320,430,850
855,2020,15769,1.0L,114.3984221,1,0,1,21490,https://www.autotrader.co.uk/car-details/202212092410767?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=87,2686.25,412,33,278,723
858,2020,16257,1.0L,93.68836292,1,0,1,19790,https://www.autotrader.co.uk/car-details/202210281160608?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=87,2473.75,408,66,355,829
860,2019,40778,1.0L,114,1,0,1,16698,https://www.autotrader.co.uk/car-details/202210210940177?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=87,2385.428571,232,137,375,744
862,2019,19495,1.5L,147.9289941,1,0,2,20499,https://www.autotrader.co.uk/car-details/202212202647066?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,2928.428571,387,47,191,625
863,2018,60125,1.4L,123.2741617,1,0,2,13997,https://www.autotrader.co.uk/car-details/202212082378630?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,2332.833333,124,194,396,714
865,2019,17442,1.0L,114.3984221,1,0,1,17790,https://www.autotrader.co.uk/car-details/202212122462720?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,2541.428571,398,111,323,832
867,2022,3000,1.0L,108.4812623,1,0,1,29995,https://www.autotrader.co.uk/car-details/202212142511970?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,2999.5,459,1,172,632
868,2019,14201,1.5L,147.9289941,0,0,2,22500,https://www.autotrader.co.uk/car-details/202210291194813?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,3214.285714,419,25,139,583
870,2015,46388,1.4L,123.2741617,1,0,3,10999,https://www.autotrader.co.uk/car-details/202212222716846?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=88&percentVehiclePriceDeposit=true,3666.333333,200,311,90,601
872,2019,13290,1.5L,147.9289941,1,0,1,17690,https://www.autotrader.co.uk/car-details/202209209938617?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,2527.142857,424,113,327,864
875,2018,32396,1.0L,93.68836292,1,0,1,13945,https://www.autotrader.co.uk/car-details/202211231943472?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,2324.166667,295,199,401,895
877,2019,13681,1.0L,114.3984221,1,0,1,18990,https://www.autotrader.co.uk/car-details/202210040380741?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,2712.857143,421,81,267,769
878,2019,10306,1.0L,114.3984221,0,0,2,21950,https://www.autotrader.co.uk/car-details/202212192633914?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,3135.714286,438,30,154,622
879,2016,16400,1.4L,123.2741617,0,0,2,14444,https://www.autotrader.co.uk/car-details/202211231933092?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,3611,407,185,93,685
881,2014,72653,1.6L,103.5502959,1,1,3,9350,https://www.autotrader.co.uk/car-details/202211021315383?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=89,4675,70,393,30,493
882,2019,41400,1.0L,114.3984221,0,0,1,18580,https://www.autotrader.co.uk/car-details/202210271132515?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,2654.285714,227,90,286,603
883,2017,67822,1.4L,123.2741617,1,0,1,9300,https://www.autotrader.co.uk/car-details/202210251063876?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,1860,94,394,465,953
884,2018,25000,1.4L,123.2741617,1,0,2,12999,https://www.autotrader.co.uk/car-details/202211031351786?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,2166.5,350,216,435,1001
885,2014,43248,1.4L,120.3155819,0,0,1,11995,https://www.autotrader.co.uk/car-details/202212152537371?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,5997.5,218,260,6,484
886,2022,9,1.0L,108.4812623,0,0,1,29990,https://www.autotrader.co.uk/car-details/202210170816194?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,2999,470,2,175,647
887,2022,4293,1.0L,108.4812623,0,0,1,27179,https://www.autotrader.co.uk/car-details/202211221889887?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,2717.9,456,5,263,724
888,2020,14490,2.0L,197.2386588,0,0,2,24790,https://www.autotrader.co.uk/car-details/202210030362299?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,3098.75,417,19,161,597
889,2016,48800,1.0L,93.68836292,1,0,3,11099,https://www.autotrader.co.uk/car-details/202211241969425?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=90,2774.75,189,308,245,742
893,2015,39000,1.6L,114.3984221,1,1,3,11299,https://www.autotrader.co.uk/car-details/202211041371548?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=91&percentVehiclePriceDeposit=true,3766.333333,247,299,75,621
894,2018,16459,1.4L,123.2741617,0,0,1,16985,https://www.autotrader.co.uk/car-details/202211251985475?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=91&percentVehiclePriceDeposit=true,2830.833333,406,129,225,760
897,2014,52000,1.4L,120.3155819,1,0,1,8299,https://www.autotrader.co.uk/car-details/202211302161537?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=91&percentVehiclePriceDeposit=true,4149.5,168,431,52,651
901,2015,64800,1.0L,93.68836292,1,0,2,9690,https://www.autotrader.co.uk/car-details/202211231938069?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=91&percentVehiclePriceDeposit=true,3230,101,379,136,616
903,2015,68000,1.6L,114.3984221,1,1,2,9450,https://www.autotrader.co.uk/car-details/202212212687169?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=92,3150,93,389,152,634
904,2019,10045,1.0L,114,1,0,1,17100,https://www.autotrader.co.uk/car-details/202210140744178?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=92,2442.857143,440,126,363,929
907,2020,8476,1.0L,94,1,0,1,18600,https://www.autotrader.co.uk/car-details/202210200908828?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=92,2325,449,89,399,937
909,2017,60000,1.6L,114,1,1,1,11690,https://www.autotrader.co.uk/car-details/202212022209013?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=92,2338,125,277,392,794
912,2019,28342,1.0L,116,1,0,2,16250,https://www.autotrader.co.uk/car-details/202212032251776?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,2321.428571,326,143,402,871
914,2019,25488,1.5L,147.9289941,1,0,1,18380,https://www.autotrader.co.uk/car-details/202211252006478?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,2625.714286,347,96,291,734
915,2019,17900,1.0L,114.3984221,1,0,1,18995,https://www.autotrader.co.uk/car-details/202210210940699?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,2713.571429,394,78,265,737
917,2020,13320,1.0L,114.3984221,0,0,1,22499,https://www.autotrader.co.uk/car-details/202212092414800?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,2812.375,423,27,230,680
918,2018,20642,1.0L,93,0,0,1,16200,https://www.autotrader.co.uk/car-details/202210251055115?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,2700,375,144,271,790
920,2016,55635,1.6L,114,1,1,2,12180,https://www.autotrader.co.uk/car-details/202211011270856?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=93&percentVehiclePriceDeposit=true,3045,143,248,167,558
922,2014,139700,1.6L,103.5502959,1,1,1,5250,https://www.autotrader.co.uk/car-details/202211211859450?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=94,2625,2,469,292,763
923,2015,64000,1.6L,114.3984221,1,1,2,10500,https://www.autotrader.co.uk/car-details/202212042260902?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=94,3500,104,338,97,539
924,2016,36797,1.4L,147.9289941,1,0,3,14990,https://www.autotrader.co.uk/car-details/202212092397205?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=94,3747.5,262,164,81,507
929,2017,51000,1.4L,148,1,0,2,14295,https://www.autotrader.co.uk/car-details/202210010302069?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=94,2859,175,188,215,578
931,2016,29726,1.4L,148,1,0,3,12600,https://www.autotrader.co.uk/car-details/202209019343315?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=94,3150,317,228,153,698
932,2015,47250,1.0L,93.68836292,0,0,3,12449,https://www.autotrader.co.uk/car-details/202210050432988?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,4149.666667,195,240,51,486
933,2016,45000,1.4L,147.9289941,1,0,2,11979,https://www.autotrader.co.uk/car-details/202210271126130?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,2994.75,207,266,181,654
934,2014,88375,1.4L,120.3155819,1,0,2,9395,https://www.autotrader.co.uk/car-details/202212132489120?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,4697.5,37,391,28,456
935,2016,35584,1.4L,147.9289941,1,0,1,13500,https://www.autotrader.co.uk/car-details/202212102433376?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,3375,273,206,115,594
937,2019,11411,1.5L,147.9289941,1,0,2,20629,https://www.autotrader.co.uk/car-details/202209089563513?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,2947,431,44,190,665
941,2015,73000,1.4L,123.2741617,1,0,3,8850,https://www.autotrader.co.uk/car-details/202211171763564?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=95,2950,67,410,187,664
942,2022,2000,1.0L,108.4812623,1,0,1,25995,https://www.autotrader.co.uk/car-details/202212232744837?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=96&percentVehiclePriceDeposit=true,2599.5,465,8,304,777
945,2018,63215,1.4L,123.2741617,1,0,1,11999,https://www.autotrader.co.uk/car-details/202212152544207?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=96&percentVehiclePriceDeposit=true,1999.833333,106,254,455,815
948,2019,28000,1.0L,114.3984221,0,0,1,19143,https://www.autotrader.co.uk/car-details/202212012189695?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=96&percentVehiclePriceDeposit=true,2734.714286,330,75,259,664
954,2017,26373,1.4L,123.2741617,0,0,1,15999,https://www.autotrader.co.uk/car-details/202212152552205?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=97,3199.8,340,145,140,625
956,2017,22289,1.6L,114,1,1,1,14495,https://www.autotrader.co.uk/car-details/202208018360082?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=97,2899,365,184,201,750
959,2021,8555,1.0L,108.4812623,0,0,1,25290,https://www.autotrader.co.uk/car-details/202209179848679?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=97,2810,448,14,232,694
966,2021,12714,1.0L,93.68836292,1,0,1,18640,https://www.autotrader.co.uk/car-details/202212182601402?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=98&percentVehiclePriceDeposit=true,2071.111111,425,88,449,962
968,2019,37777,1.0L,114.3984221,1,0,1,17421,https://www.autotrader.co.uk/car-details/202211011280619?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=98&percentVehiclePriceDeposit=true,2488.714286,255,121,350,726
971,2015,72475,1.6L,114.3984221,1,1,2,8895,https://www.autotrader.co.uk/car-details/202211181806029?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=98&percentVehiclePriceDeposit=true,2965,71,409,183,663
972,2015,41694,1.4L,148,1,0,2,12595,https://www.autotrader.co.uk/car-details/202212202663501?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=99,4198.333333,225,230,46,501
974,2022,1500,1.5L,147.9289941,0,0,1,28950,https://www.autotrader.co.uk/car-details/202212012180085?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=99&percentVehiclePriceDeposit=true,2895,467,3,204,674
975,2015,41000,1.0L,93.68836292,1,0,2,10499,https://www.autotrader.co.uk/car-details/202211031335025?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=99&percentVehiclePriceDeposit=true,3499.666667,230,339,100,669
978,2019,7981,1.0L,114.3984221,1,0,1,19470,https://www.autotrader.co.uk/car-details/202212042258170?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=99&percentVehiclePriceDeposit=true,2781.428571,450,72,242,764
979,2019,20203,1.0L,114.3984221,1,0,1,18470,https://www.autotrader.co.uk/car-details/202212022223560?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=99&percentVehiclePriceDeposit=true,2638.571429,379,94,289,762
982,2018,62000,1.4L,123.2741617,0,0,1,14499,https://www.autotrader.co.uk/car-details/202212082383198?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2416.5,112,183,368,663
983,2017,21704,1.6L,114,0,1,1,14980,https://www.autotrader.co.uk/car-details/202210180849372?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2996,369,166,180,715
984,2017,17126,1.4L,123.2741617,0,0,2,15643,https://www.autotrader.co.uk/car-details/202211151699581?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,3128.6,400,152,155,707
985,2014,40195,1.4L,138.0670611,0,0,3,11275,https://www.autotrader.co.uk/car-details/202209059446990?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,5637.5,236,302,12,550
986,2020,26218,1.0L,114.3984221,1,0,1,18495,https://www.autotrader.co.uk/car-details/202211221908311?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2311.875,342,93,404,839
987,2017,48571,1.4L,123.2741617,1,0,2,11995,https://www.autotrader.co.uk/car-details/202210170798800?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2399,190,257,372,819
988,2020,9584,1.0L,93.68836292,1,0,1,19970,https://www.autotrader.co.uk/car-details/202212032236964?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2496.25,444,64,346,854
990,2019,17303,1.0L,114.3984221,1,0,1,17195,https://www.autotrader.co.uk/car-details/202210190884629?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=100&percentVehiclePriceDeposit=true,2456.428571,399,125,360,884
